,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,label
3493,"We must be wary of allowing those wielding the toxic charge of racism, no matter how well intentioned their motives, to decide who has a voice and who does not. ",https://feeds.feedblitz.com/~/t/0/0/alternet_all/~/https://www.alternet.org/2020/07/cancel-culture-critics-are-battling-a-monster-of-their-own-creation~%e2%80%98Cancel-culture%e2%80%99-critics-are-battling-a-monster-of-their-own-creation/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['toxic', 'charge']",1
3494,We should expect growing support for this item for a few reasons: Younger voters of all political stripes are being exposed to the status quo student loan system. Younger voters are also less likely to accept the toxic brand of “conservatism.” ,https://www.alternet.org/2019/04/there-are-promising-signs-that-america-is-waking-up-to-the-student-debt-crisis/,Alternet,student-debt,left,Biased,Expresses writer’s opinion,['toxic'],1
3495,"We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.",https://www.alternet.org/2019/01/the-sunrise-movement-warns-pelosi-your-actions-on-climate-fall-inexcusably-short/,Alternet,environment,left,Non-biased,No agreement,[],0
3496,"We used to think of interracial marriage as a sign of social progress. Now, thanks to The New York Times, we know it’s just another sinister tool of white supremacy.",https://thefederalist.com/2018/01/12/new-york-times-needs-get-white-supremacy-fetish/,Federalist,white-nationalism,right,Biased,Expresses writer’s opinion,"['sinister', 'supremacy']",1
3497,We won’t have a truly global economy until we start taxing it that way,https://feeds.feedblitz.com/~/629157398/0/alternet_all~We-won%e2%80%99t-have-a-truly-global-economy-until-we-start-taxing-it-that-way/,Alternet,taxes,left,Non-biased,Expresses writer’s opinion,[],0
3499,"We’re just a few weeks away from the start of the Olympic torch relay in Greece, which begins with the flame lighting ceremony in Olympia on March 12th – but the outbreak of the novel coronavirus, which continues to spread around the world, has left many wondering whether the 2020 Tokyo Games could be at risk of a postponement or cancellation.",https://ftw.usatoday.com/2020/02/2020-olympics-tokyo-coronavirus?csp=trueanthem&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=facebook,USA Today,sport,center,Non-biased,Entirely factual,[],0
3500,"We’re materially comfortable, we have no desire to climb the corporate ladder, we’re happy with what we have, which makes us hard to bribe; and we just want to be left alone — and that’s why we get the hell out of these cesspool cities run by Democrats — these failed totalitarian states filled with crime, social unrest, terrible schools, high taxes, and busybody bureaucrats empowered by over-regulation.",http://feedproxy.google.com/~r/breitbart/~3/jZ5YD1CTHRo/,Breitbart,taxes,right,Biased,Expresses writer’s opinion,"['busybody', 'cesspool', 'totalitarian', 'the', 'hell', 'out', 'terrible']",1
3501,"Wealth taxes have been tried in many European countries, with limited success.",https://www.reuters.com/article/us-election-warren-healthcare-exclusive/exclusive-economist-who-backed-warren-healthcare-plan-has-doubts-about-her-wealth-tax-idUSKBN1XI01T,Reuters,taxes,center,Biased,Somewhat factual but also opinionated,[],1
3503,"Weinstein faces up to 28 years in California prison if convicted on the charges, Lacey said.",https://www.reuters.com/article/us-people-harvey-weinstein/in-metoo-landmark-moment-harvey-weinstein-faces-rape-trial-in-new-york-idUSKBN1Z50II?feedType=RSS&feedName=peopleNews,Reuters,#metoo,center,Non-biased,Entirely factual,[],0
3504,"Weinstein was charged with sexual assault of two unidentified women in 2013, said Los Angeles District Attorney Jackie Lacey.",https://www.reuters.com/article/us-people-harvey-weinstein/in-metoo-landmark-moment-harvey-weinstein-faces-rape-trial-in-new-york-idUSKBN1Z50II?feedType=RSS&feedName=peopleNews,Reuters,#metoo,center,Non-biased,Entirely factual,[],0
3505,Welcome to 'Crazytown': An unprecedented frenzy in Georgia shows how democracy breaks down,https://www.alternet.org/2020/12/georgia-senate-race/,Alternet,gun control,left,Biased,Expresses writer’s opinion,['frenzy'],1
3506,"Welcome to the longest U.S. economic expansion in history, one perhaps best characterized by the excesses of extreme wealth and an ever-widening chasm between the unfathomably rich and everyone else.",https://www.reuters.com/article/us-usa-election-inequality-poll/majority-of-americans-favor-wealth-tax-on-very-rich-reuters-ipsos-poll-idUSKBN1Z9141,Reuters,middle-class,center,Biased,Somewhat factual but also opinionated,"['ever-widening', 'chasm']",1
3507,"Well, lo and behold, the shooting that always comes after unchecked looting, the painfully obvious result of what happens when Democrat politicians allow their cities to be burned with impunity, of what happens when the establishment media openly cheerlead and encourage their Antifa Brownshirts, has now happened.",http://feedproxy.google.com/~r/breitbart/~3/cT_erPwcnfw/,Breitbart,black lives matter,right,Non-biased,Expresses writer’s opinion,"['obvious', 'cheerlead', 'painfully', 'openly']",0
3508,"Well-intentioned politicians might want to provide a solution for student loans, but millennials won’t start making smart decisions unless they have to foot the bill for their own education. Unfortunately, no bailout or special program can save students suffering from a lack of responsibility.",https://thefederalist.com/2018/03/19/student-debt-crisis-students-fault-shouldnt-get-bailout/,Federalist,student-debt,right,Non-biased,Expresses writer’s opinion,[],0
3509,"Wells Fargo & Co WFC.N Chief Executive Charles Scharf exasperated some Black employees in a Zoom meeting this summer when he reiterated that the bank had trouble reaching diversity goals because there was not enough qualified minority talent, two participants told Reuters.",https://www.reuters.com/article/us-global-race-wells-fargo-exclusive/exclusive-wells-fargo-ceo-ruffles-feathers-with-comments-about-diverse-talent-idUKKCN26D2IU,Reuters,black lives matter,center,Non-biased,Entirely factual,[],0
3510,"West Ham United players will take a knee in their Premier League season opener against Newcastle United on Saturday to continue raising awareness about racial injustice, manager David Moyes said on Friday.",https://uk.reuters.com/article/uk-soccer-england-whu-new-preview/west-ham-players-will-continue-taking-a-knee-says-moyes-idUKKBN262276,Reuters,black lives matter,center,Non-biased,Entirely factual,[],0
3512,What is new is the direct indictment of white people as a race. This happened through a strange rhetorical transformation over the past few years.,https://thefederalist.com/2016/05/23/how-anti-white-rhetoric-is-fueling-white-nationalism/,Federalist,white-nationalism,right,Biased,Expresses writer’s opinion,[],1
3513,What the hell do you think is going to happen when you vote for the same political party that coddles and encourages these terrorists?,http://feedproxy.google.com/~r/breitbart/~3/cT_erPwcnfw/,Breitbart,black lives matter,right,Biased,Expresses writer’s opinion,"['coddles', 'What', 'the', 'hell']",1
3514,"What this means is that in these particular countries, local law enforcement agree to not enforce anti-gun laws, especially dangerous radical ones like confiscation, bans, mandatory registration, and limiting the size of magazines.",https://www.breitbart.com/politics/2020/01/07/nolte-virginia-proves-democrats-top-priority-is-to-confiscate-your-guns/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gun-control,right,Biased,Expresses writer’s opinion,"['dangerous', 'radical']",1
3515,What was once a must-see stage show drawing celebrities and fans from around the world is now the latest target of a woke mob of leftists hellbent on castigating America’s founding and its founders as nothing more than bigots and slave owners.,http://feedproxy.google.com/~r/breitbart/~3/rM_C19ktiGA/,Breitbart,gun control,right,Biased,Expresses writer’s opinion,"['mob', 'hellbent', 'woke', 'castigating', 'bigots', 'leftists']",1
3516,"What we can expect from Bezos’s $10 billion, in other words, is $10 billion worth of green bullshit spread liberally around the world, scaring impressionable school kids, colonising university departments, misleading the mainstream media, granting shyster politicians the excuse they need to raise taxes and introduce more regulations in the name of ‘saving the planet.’",http://feedproxy.google.com/~r/breitbart/~3/IEXwhuO5lrc/,Breitbart,taxes,right,Biased,Expresses writer’s opinion,"['bullshit', 'shyster', 'scaring', 'green']",1
3517,"What we learn from those places is that people who know they don’t have police protection will seek protection from whomever wields power, which is why even now you see businessowners whose stores have been looted and burned out expressing supporter for BLM and the ongoing protests.",https://thefederalist.com/2020/06/05/abolish-the-police-is-a-slogan-for-the-destruction-of-america/,Federalist,elections-2020,right,Non-biased,Somewhat factual but also opinionated,[],0
3519,What’s been even more entertaining is watching these Principled Prostitutes attempt to avoid this dilemma as they sought to influence Democrats into choosing Anyone But Bernie.,http://feedproxy.google.com/~r/breitbart/~3/TC-GMQvkEmg/,Breitbart,universal health care,right,Biased,Expresses writer’s opinion,"['Principled', 'Prostitues']",1
3520,"Whatever the specifics of what Donald Trump’s diagnosis may be, from the moment protesters started to hit the streets to denounce police brutality, one thing was certain: The president’s brainworms would direct his energies away from doing anything useful and toward the task of managing his ego, relying on the reality TV tricks he mistakes for the real work of presidenting.",https://www.alternet.org/2020/06/bunker-boy-trump-thinks-he-can-edit-reality-like-tv-show/,Alternet,trump-presidency,left,Biased,Expresses writer’s opinion,"['brainworms', 'ego', 'TV', 'tricks']",1
3522,"When a figurehead like Trump repeats the myth that vaccines cause autism, as he did during the presidential debates, many parents may choose not to vaccinate, putting children at unnecessary risk.",https://www.alternet.org/2018/07/celebrity-pseudoscience-here-are-nine-household-names-whove-pushed-bad-science-public/,Alternet,vaccines,left,Biased,No agreement,['figurehead'],1
3525,"When carrying a firearm, you have the ultimate power of force in your control.",https://thefederalist.com/2019/08/06/7-reasons-people-concealed-carry/?utm_source=The+Federalist+List&utm_campaign=9fdea2288f-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-9fdea2288f-83924449,Federalist,gun-control,right,Non-biased,Expresses writer’s opinion,[],0
